date,league,match,home,away,bet_name,prob,odds,ev,star,ev_tier,stake_factor,result,ret,pnl,status,src,veto,risk_tags,divergence_pp,placed_odds,bookmaker,verified,kickoff,data_src,snap_age_h,upset_level,data_note,scan_ts,coach_atk_mod,coach_def_mod,coach_sample_size
08/22/2026,瑞超,IK Sirius vs BK Häcken,IK Sirius,BK Häcken,让球主(-0.5),0.65,1.91,0.19168248868117432,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主3/客5);λ过高(4.19);模型与市场分歧>20pp(模型79% vs 市场48%)->否决,,,,,2026-08-22T01:00:00+08:00,,-0.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,瑞超,IK Sirius vs BK Häcken,IK Sirius,BK Häcken,让球客(+0.5),0.3153,1.93,-0.4157,,,,win,1.93,0.9299999999999999,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主3/客5);λ过高(4.19);模型与市场分歧>20pp(模型79% vs 市场48%)->否决,,,,,2026-08-22T01:00:00+08:00,,-0.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,瑞超,IK Sirius vs BK Häcken,IK Sirius,BK Häcken,小2.50,0.212,1.84,-0.627,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主3/客5);λ过高(4.19);模型与市场分歧>20pp(模型79% vs 市场48%)->否决,,,,,2026-08-22T01:00:00+08:00,,-0.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,瑞超,IK Sirius vs BK Häcken,IK Sirius,BK Häcken,大2.50,0.65,1.99,0.2365672588832486,,,,win,1.99,0.99,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主3/客5);λ过高(4.19);模型与市场分歧>20pp(模型79% vs 市场48%)->否决,,,,,2026-08-22T01:00:00+08:00,,-0.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,瑞超,IK Sirius vs BK Häcken,IK Sirius,BK Häcken,1X2主胜,0.6181,1.97,0.2137,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主3/客5);λ过高(4.19);模型与市场分歧>20pp(模型79% vs 市场48%)->否决,,,,,2026-08-22T01:00:00+08:00,,-0.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,瑞超,IK Sirius vs BK Häcken,IK Sirius,BK Häcken,1X2平局,0.196,4.3,-0.1598,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主3/客5);λ过高(4.19);模型与市场分歧>20pp(模型79% vs 市场48%)->否决,,,,,2026-08-22T01:00:00+08:00,,-0.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,瑞超,IK Sirius vs BK Häcken,IK Sirius,BK Häcken,1X2客胜,0.1858,3.8,-0.2962,,,,win,3.8,2.8,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主3/客5);λ过高(4.19);模型与市场分歧>20pp(模型79% vs 市场48%)->否决,,,,,2026-08-22T01:00:00+08:00,,-0.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,阿甲,Aldosivi vs Club Atlético Unión de Santa Fe,Aldosivi,Club Atlético Unión de Santa Fe,让球主(+0.2),0.65,1.94,0.21995563714242028,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;伤停>2人(主0/客3);平局预警-强(市场去水平局>=30%),,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,阿甲,Aldosivi vs Club Atlético Unión de Santa Fe,Aldosivi,Club Atlético Unión de Santa Fe,让球客(-0.2),0.3463,1.93,-0.3533,,,,win,1.93,0.9299999999999999,已结算,scan24h对账,0,纯数据无伤病情报;伤停>2人(主0/客3);平局预警-强(市场去水平局>=30%),,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,阿甲,Aldosivi vs Club Atlético Unión de Santa Fe,Aldosivi,Club Atlético Unión de Santa Fe,小2.50,0.65,1.45,-0.12507211839959864,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;伤停>2人(主0/客3);平局预警-强(市场去水平局>=30%),,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,阿甲,Aldosivi vs Club Atlético Unión de Santa Fe,Aldosivi,Club Atlético Unión de Santa Fe,大2.50,0.2027,2.58,-0.5145,,,,win,2.58,1.58,已结算,scan24h对账,0,纯数据无伤病情报;伤停>2人(主0/客3);平局预警-强(市场去水平局>=30%),,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,阿甲,Aldosivi vs Club Atlético Unión de Santa Fe,Aldosivi,Club Atlético Unión de Santa Fe,1X2主胜,0.2932,3.42,-0.0683,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;伤停>2人(主0/客3);平局预警-强(市场去水平局>=30%),,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,阿甲,Aldosivi vs Club Atlético Unión de Santa Fe,Aldosivi,Club Atlético Unión de Santa Fe,1X2平局,0.3628,2.93,-0.0122,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;伤停>2人(主0/客3);平局预警-强(市场去水平局>=30%),,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,阿甲,Aldosivi vs Club Atlético Unión de Santa Fe,Aldosivi,Club Atlético Unión de Santa Fe,1X2客胜,0.344,2.26,-0.2775,,,,win,2.26,1.2599999999999998,已结算,scan24h对账,0,纯数据无伤病情报;伤停>2人(主0/客3);平局预警-强(市场去水平局>=30%),,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,丹超,FC Petrolul Ploiești vs FC Rapid București,FC Petrolul Ploiești,FC Rapid București,让球主(+0.2),0.6293,2.0,0.2096,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);盘口过期(距开赛24h>阈值12h)->否决,,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,丹超,FC Petrolul Ploiești vs FC Rapid București,FC Petrolul Ploiești,FC Rapid București,让球客(-0.2),0.3707,1.85,-0.3409,,,,win,1.85,0.8500000000000001,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);盘口过期(距开赛24h>阈值12h)->否决,,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,丹超,FC Petrolul Ploiești vs FC Rapid București,FC Petrolul Ploiești,FC Rapid București,小2.50,0.6197,1.65,-0.0493,,,,win,1.65,0.6499999999999999,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);盘口过期(距开赛24h>阈值12h)->否决,,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,丹超,FC Petrolul Ploiești vs FC Rapid București,FC Petrolul Ploiești,FC Rapid București,大2.50,0.3803,2.13,-0.2469,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);盘口过期(距开赛24h>阈值12h)->否决,,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,丹超,FC Petrolul Ploiești vs FC Rapid București,FC Petrolul Ploiești,FC Rapid București,1X2主胜,0.3391,3.37,0.0495,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);盘口过期(距开赛24h>阈值12h)->否决,,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,丹超,FC Petrolul Ploiești vs FC Rapid București,FC Petrolul Ploiești,FC Rapid București,1X2平局,0.2902,3.19,-0.1495,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);盘口过期(距开赛24h>阈值12h)->否决,,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,丹超,FC Petrolul Ploiești vs FC Rapid București,FC Petrolul Ploiești,FC Rapid București,1X2客胜,0.3707,2.09,-0.2884,,,,win,2.09,1.0899999999999999,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);盘口过期(距开赛24h>阈值12h)->否决,,,,,2026-08-22T01:30:00+08:00,,24.1,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,USL Dunkerque vs Montpellier,USL Dunkerque,Montpellier,让球主(+0.0),0.3789,1.82,-0.3461,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型83% vs 市场45%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,USL Dunkerque vs Montpellier,USL Dunkerque,Montpellier,让球客(-0.0),0.6211,1.98,0.1663,,,,win,1.98,0.98,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型83% vs 市场45%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,USL Dunkerque vs Montpellier,USL Dunkerque,Montpellier,小2.50,0.65,2.22,0.4342988172821627,,,,win,2.22,1.2200000000000002,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型83% vs 市场45%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,USL Dunkerque vs Montpellier,USL Dunkerque,Montpellier,大2.50,0.1714,1.8,-0.6933,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型83% vs 市场45%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,USL Dunkerque vs Montpellier,USL Dunkerque,Montpellier,1X2主胜,0.2152,2.3,-0.5072,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型83% vs 市场45%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,USL Dunkerque vs Montpellier,USL Dunkerque,Montpellier,1X2平局,0.3702,3.75,0.382,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型83% vs 市场45%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,USL Dunkerque vs Montpellier,USL Dunkerque,Montpellier,1X2客胜,0.4146,3.3,0.362,,,,win,3.3,2.3,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型83% vs 市场45%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,US Boulogne Côte-d'Opale vs Red Star FC,US Boulogne Côte-d'Opale,Red Star FC,让球主(+0.2),0.523,1.85,-0.068,,,,half,1.425,0.42500000000000004,已结算,scan24h对账,0,纯数据无伤病情报;平局预警-强(市场去水平局>=30%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,US Boulogne Côte-d'Opale vs Red Star FC,US Boulogne Côte-d'Opale,Red Star FC,让球客(-0.2),0.477,2.01,-0.0763,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警-强(市场去水平局>=30%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,US Boulogne Côte-d'Opale vs Red Star FC,US Boulogne Côte-d'Opale,Red Star FC,小2.50,0.5986,1.63,-0.0917,,,,win,1.63,0.6299999999999999,已结算,scan24h对账,0,纯数据无伤病情报;平局预警-强(市场去水平局>=30%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,US Boulogne Côte-d'Opale vs Red Star FC,US Boulogne Côte-d'Opale,Red Star FC,大2.50,0.4014,2.17,-0.1893,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警-强(市场去水平局>=30%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,US Boulogne Côte-d'Opale vs Red Star FC,US Boulogne Côte-d'Opale,Red Star FC,1X2主胜,0.2574,3.12,-0.2578,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警-强(市场去水平局>=30%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,US Boulogne Côte-d'Opale vs Red Star FC,US Boulogne Côte-d'Opale,Red Star FC,1X2平局,0.2953,3.06,-0.165,,,,win,3.06,2.06,已结算,scan24h对账,0,纯数据无伤病情报;平局预警-强(市场去水平局>=30%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,US Boulogne Côte-d'Opale vs Red Star FC,US Boulogne Côte-d'Opale,Red Star FC,1X2客胜,0.4473,2.3,-0.0492,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警-强(市场去水平局>=30%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Sochaux vs Guingamp,Sochaux,Guingamp,让球主(+0.2),0.65,1.79,0.11936842105263157,,,,win,1.79,0.79,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型76% vs 市场54%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Sochaux vs Guingamp,Sochaux,Guingamp,让球客(-0.2),0.24,2.08,-0.5198,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型76% vs 市场54%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Sochaux vs Guingamp,Sochaux,Guingamp,小2.50,0.5026,1.8,-0.1639,,,,win,1.8,0.8,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型76% vs 市场54%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Sochaux vs Guingamp,Sochaux,Guingamp,大2.50,0.4974,1.9,-0.1264,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型76% vs 市场54%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Sochaux vs Guingamp,Sochaux,Guingamp,1X2主胜,0.4676,2.88,0.3348,,,,win,2.88,1.88,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型76% vs 市场54%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Sochaux vs Guingamp,Sochaux,Guingamp,1X2平局,0.2736,3.4,-0.0781,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型76% vs 市场54%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Sochaux vs Guingamp,Sochaux,Guingamp,1X2客胜,0.2588,2.72,-0.3024,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警(市场去水平局>=26%);模型与市场分歧>20pp(模型76% vs 市场54%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Pau FC vs Nancy,Pau FC,Nancy,让球主(-0.2),0.2173,1.93,-0.5952,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警-强(市场去水平局>=30%);模型与市场分歧>20pp(模型78% vs 市场50%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Pau FC vs Nancy,Pau FC,Nancy,让球客(+0.2),0.65,1.93,0.2105596013798392,,,,win,1.93,0.9299999999999999,已结算,scan24h对账,1,纯数据无伤病情报;平局预警-强(市场去水平局>=30%);模型与市场分歧>20pp(模型78% vs 市场50%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Pau FC vs Nancy,Pau FC,Nancy,小2.50,0.4674,1.82,-0.1598,,,,win,1.82,0.8200000000000001,已结算,scan24h对账,1,纯数据无伤病情报;平局预警-强(市场去水平局>=30%);模型与市场分歧>20pp(模型78% vs 市场50%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Pau FC vs Nancy,Pau FC,Nancy,大2.50,0.5326,2.16,0.1364,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警-强(市场去水平局>=30%);模型与市场分歧>20pp(模型78% vs 市场50%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Pau FC vs Nancy,Pau FC,Nancy,1X2主胜,0.2402,2.72,-0.3508,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警-强(市场去水平局>=30%);模型与市场分歧>20pp(模型78% vs 市场50%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Pau FC vs Nancy,Pau FC,Nancy,1X2平局,0.2625,3.3,-0.1393,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;平局预警-强(市场去水平局>=30%);模型与市场分歧>20pp(模型78% vs 市场50%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Pau FC vs Nancy,Pau FC,Nancy,1X2客胜,0.4974,2.98,0.4729,,,,win,2.98,1.98,已结算,scan24h对账,1,纯数据无伤病情报;平局预警-强(市场去水平局>=30%);模型与市场分歧>20pp(模型78% vs 市场50%)->否决,,,,,2026-08-22T02:00:00+08:00,,0.4,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Clermont Foot vs Dijon,Clermont Foot,Dijon,让球主(+0.0),0.4961,1.9,-0.1045,,,,push,1.0,0.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Clermont Foot vs Dijon,Clermont Foot,Dijon,让球客(-0.0),0.5039,1.9,-0.0905,,,,push,1.0,0.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Clermont Foot vs Dijon,Clermont Foot,Dijon,小2.50,0.5057,1.72,-0.1901,,,,win,1.72,0.72,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Clermont Foot vs Dijon,Clermont Foot,Dijon,大2.50,0.4943,2.03,-0.0658,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Clermont Foot vs Dijon,Clermont Foot,Dijon,1X2主胜,0.3556,2.51,-0.1742,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Clermont Foot vs Dijon,Clermont Foot,Dijon,1X2平局,0.2828,3.31,-0.134,,,,win,3.31,2.31,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法乙,Clermont Foot vs Dijon,Clermont Foot,Dijon,1X2客胜,0.3617,2.63,-0.1199,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%),,,,,2026-08-22T02:00:00+08:00,,24.6,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,土超,Erzurumspor FK vs Galatasaray,Erzurumspor FK,Galatasaray,让球主(+1.2),0.65,1.94,0.22317515963440604,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主0/客4);盘口过期(距开赛25h>阈值12h)->否决,,,,,2026-08-22T02:30:00+08:00,,25.0,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,土超,Erzurumspor FK vs Galatasaray,Erzurumspor FK,Galatasaray,让球客(-1.2),0.2013,1.94,-0.6212,,,,win,1.94,0.94,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主0/客4);盘口过期(距开赛25h>阈值12h)->否决,,,,,2026-08-22T02:30:00+08:00,,25.0,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,土超,Erzurumspor FK vs Galatasaray,Erzurumspor FK,Galatasaray,小2.50,0.4557,2.05,-0.1262,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主0/客4);盘口过期(距开赛25h>阈值12h)->否决,,,,,2026-08-22T02:30:00+08:00,,25.0,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,土超,Erzurumspor FK vs Galatasaray,Erzurumspor FK,Galatasaray,大2.50,0.5443,1.72,-0.1244,,,,win,1.72,0.72,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主0/客4);盘口过期(距开赛25h>阈值12h)->否决,,,,,2026-08-22T02:30:00+08:00,,25.0,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,土超,Erzurumspor FK vs Galatasaray,Erzurumspor FK,Galatasaray,1X2主胜,0.3354,7.5,1.3401,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主0/客4);盘口过期(距开赛25h>阈值12h)->否决,,,,,2026-08-22T02:30:00+08:00,,25.0,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,土超,Erzurumspor FK vs Galatasaray,Erzurumspor FK,Galatasaray,1X2平局,0.2725,4.4,0.1156,,,,lose,0.0,-1.0,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主0/客4);盘口过期(距开赛25h>阈值12h)->否决,,,,,2026-08-22T02:30:00+08:00,,25.0,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,土超,Erzurumspor FK vs Galatasaray,Erzurumspor FK,Galatasaray,1X2客胜,0.3921,1.4,-0.4893,,,,win,1.4,0.3999999999999999,已结算,scan24h对账,1,纯数据无伤病情报;伤停>2人(主0/客4);盘口过期(距开赛25h>阈值12h)->否决,,,,,2026-08-22T02:30:00+08:00,,25.0,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,比甲,Standard Liège vs RAAL La Louvière,Standard Liège,RAAL La Louvière,让球主(-0.5),0.3784,1.88,-0.3123,,,,win,1.88,0.8799999999999999,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%);让球客标准档降星,,,,,2026-08-22T02:45:00+08:00,,1.2,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,比甲,Standard Liège vs RAAL La Louvière,Standard Liège,RAAL La Louvière,让球客(+0.5),0.6216,1.99,0.1958,1,标准,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%);让球客标准档降星,,,,,2026-08-22T02:45:00+08:00,,1.2,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,比甲,Standard Liège vs RAAL La Louvière,Standard Liège,RAAL La Louvière,小2.50,0.65,1.87,0.20239676580999144,,,,win,1.87,0.8700000000000001,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%);让球客标准档降星,,,,,2026-08-22T02:45:00+08:00,,1.2,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,比甲,Standard Liège vs RAAL La Louvière,Standard Liège,RAAL La Louvière,大2.50,0.3074,2.1,-0.3615,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%);让球客标准档降星,,,,,2026-08-22T02:45:00+08:00,,1.2,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,比甲,Standard Liège vs RAAL La Louvière,Standard Liège,RAAL La Louvière,1X2主胜,0.3692,2.02,-0.2572,,,,win,2.02,1.02,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%);让球客标准档降星,,,,,2026-08-22T02:45:00+08:00,,1.2,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,比甲,Standard Liège vs RAAL La Louvière,Standard Liège,RAAL La Louvière,1X2平局,0.3279,3.55,0.1594,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%);让球客标准档降星,,,,,2026-08-22T02:45:00+08:00,,1.2,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,比甲,Standard Liège vs RAAL La Louvière,Standard Liège,RAAL La Louvière,1X2客胜,0.3029,4.4,0.3273,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报;平局预警(市场去水平局>=26%);让球客标准档降星,,,,,2026-08-22T02:45:00+08:00,,1.2,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法甲,Olympique de Marseille vs RC Strasbourg,Olympique de Marseille,RC Strasbourg,让球主(-0.8),0.65,1.95,0.235879153190238,,,,win,1.95,0.95,已结算,scan24h对账,0,纯数据无伤病情报,,,,,2026-08-22T02:45:00+08:00,,25.3,,,2026-08-23T17:18:33.440757+08:00,,,
08/22/2026,法甲,Olympique de Marseille vs RC Strasbourg,Olympique de Marseille,RC Strasbourg,让球客(+0.8),0.3198,1.95,-0.392,,,,lose,0.0,-1.0,已结算,scan24h对账,0,纯数据无伤病情报,,,,,2026-08-22T02:45:00+08:00,,25.3,,,2026-08-23T17:18:33.440757+08:00,,,
